term,estimate,se,tvalue,pvalue_two_sided,ci_low,ci_high,pvalue_one_sided_positive,n,reference_df,cluster,n_clusters
post_X_treated,0.03423286754775944,0.01930798128071806,1.7729905084352937,0.09414664872659761,-0.006503412134813584,0.07496914723033246,0.04707332436329881,79578,17.0,closure_event_id,18
post_X_incidence,-0.055811365154080056,0.007512577778067934,-7.429056550604323,9.852649842656547e-07,-0.07166151877993218,-0.03996121152822792,0.9999995073675079,79578,17.0,closure_event_id,18
post_X_treated_X_incidence,-0.030517858984707092,0.02014004989462333,-1.5152821936580338,0.14807332604023427,-0.07300964999072364,0.011973932021309457,0.9259633369798829,79578,17.0,closure_event_id,18
post_X_baseline_novelty,-0.1667953082646286,0.005830363132422685,-28.608047985395434,8.881784197001252e-16,-0.17909629922583903,-0.15449431730341817,0.9999999999999996,79578,17.0,closure_event_id,18
post_X_treated_X_baseline_novelty,-0.020016837356878408,0.011498638367716424,-1.7408006684580741,0.0997853246279683,-0.044276843708958374,0.004243168995201562,0.9501073376860159,79578,17.0,closure_event_id,18
post_X_incidence_X_baseline_novelty,0.028403028020231938,0.0055487829701413235,5.118785177411351,8.552936035388647e-05,0.016696119271811555,0.04010993676865232,4.276468017694324e-05,79578,17.0,closure_event_id,18
post_X_treated_X_incidence_X_baseline_novelty,0.02292693602935096,0.014298962368203268,1.6033985850843133,0.1272627536720754,-0.007241237521936665,0.05309510958063859,0.0636313768360377,79578,17.0,closure_event_id,18
