treated,match_cell,blocked_available,non_blocked_available,retained_per_group,common_support,episodes_before,episodes_after,blocked_retained,non_blocked_retained,treated_retained,control_retained
1,"1|(10037.75, 20074.5]|(0.999, 10037.75]|(20074.5, 30111.25]|(0.999, 10037.75]",0,2,0,0,,,,,,
1,"1|(20074.5, 30111.25]|(0.999, 10037.75]|(30111.25, 40148.0]|(10037.75, 20074.5]",0,1,0,0,,,,,,
1,"1|(20074.5, 30111.25]|(20074.5, 30111.25]|(0.999, 10037.75]|(10037.75, 20074.5]",0,1,0,0,,,,,,
1,"1|(30111.25, 40148.0]|(30111.25, 40148.0]|(10037.75, 20074.5]|(10037.75, 20074.5]",1,0,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(10037.75, 20074.5]|(10037.75, 20074.5]|(10037.75, 20074.5]",0,46,0,0,,,,,,
1,"1|(0.999, 10037.75]|(10037.75, 20074.5]|(30111.25, 40148.0]|(0.999, 10037.75]",0,536,0,0,,,,,,
1,"1|(0.999, 10037.75]|(10037.75, 20074.5]|(20074.5, 30111.25]|(0.999, 10037.75]",1,466,1,1,,,,,,
1,"1|(10037.75, 20074.5]|(10037.75, 20074.5]|(20074.5, 30111.25]|(10037.75, 20074.5]",3,106,3,1,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(10037.75, 20074.5]|(10037.75, 20074.5]",13,188,13,1,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(10037.75, 20074.5]|(30111.25, 40148.0]",51,36,36,1,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(10037.75, 20074.5]|(20074.5, 30111.25]",31,70,31,1,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(10037.75, 20074.5]|(20074.5, 30111.25]",31,96,31,1,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(10037.75, 20074.5]|(30111.25, 40148.0]",4,2,2,1,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(20074.5, 30111.25]|(20074.5, 30111.25]",0,40,0,0,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(20074.5, 30111.25]|(20074.5, 30111.25]",0,2,0,0,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(20074.5, 30111.25]|(10037.75, 20074.5]",0,80,0,0,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(10037.75, 20074.5]|(10037.75, 20074.5]",3,14,3,1,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(20074.5, 30111.25]|(10037.75, 20074.5]",0,7,0,0,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(0.999, 10037.75]|(20074.5, 30111.25]",3,3,3,1,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(0.999, 10037.75]|(30111.25, 40148.0]",5,1,1,1,,,,,,
