member_id,dept_id,closure_start,closure_end,closure_duration_days,group,treated,displacement_prob,disp_binary,closure_event_id,period_start,calendar_month,rel_t,post,n_purchases,event_fe_id,displacement_prob_centered,closure_length_std
1451,228,2021-02-04,2021-02-20,17,control,0,0.040826946,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,1451|228|2021-02-04,-0.27329145188171866,0.025305005001145884
1714,228,2021-02-04,2021-02-20,17,control,0,0.121121645,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,1714|228|2021-02-04,-0.1929967528817187,0.025305005001145884
2961,228,2021-02-04,2021-02-20,17,control,0,0.088292815,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,2961|228|2021-02-04,-0.2258255828817187,0.025305005001145884
3623,228,2021-02-04,2021-02-20,17,control,0,0.43206903,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,3623|228|2021-02-04,0.11795063211828133,0.025305005001145884
3790,228,2021-02-04,2021-02-20,17,control,0,0.45967805,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,3790|228|2021-02-04,0.1455596521182813,0.025305005001145884
4117,228,2021-02-04,2021-02-20,17,control,0,0.1449171,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,4117|228|2021-02-04,-0.1692012978817187,0.025305005001145884
4679,228,2021-02-04,2021-02-20,17,control,0,0.2617754,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,4679|228|2021-02-04,-0.0523429978817187,0.025305005001145884
4983,228,2021-02-04,2021-02-20,17,treatment,1,0.2746306,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,4983|228|2021-02-04,-0.03948779788171869,0.025305005001145884
5152,228,2021-02-04,2021-02-20,17,control,0,0.4092313,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,5152|228|2021-02-04,0.09511290211828133,0.025305005001145884
5161,228,2021-02-04,2021-02-20,17,control,0,0.88858193,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,5161|228|2021-02-04,0.5744635321182813,0.025305005001145884
6398,228,2021-02-04,2021-02-20,17,control,0,0.017157031,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,6398|228|2021-02-04,-0.2969613668817187,0.025305005001145884
6462,228,2021-02-04,2021-02-20,17,control,0,0.57610685,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,6462|228|2021-02-04,0.26198845211828126,0.025305005001145884
6837,228,2021-02-04,2021-02-20,17,control,0,0.0028216157,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,6837|228|2021-02-04,-0.3112967821817187,0.025305005001145884
7071,228,2021-02-04,2021-02-20,17,control,0,0.09305366,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,7071|228|2021-02-04,-0.2210647378817187,0.025305005001145884
7755,228,2021-02-04,2021-02-20,17,control,0,0.9636406,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.23529411764705882,7755|228|2021-02-04,0.6495222021182813,0.025305005001145884
8313,228,2021-02-04,2021-02-20,17,control,0,0.4350755,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,8313|228|2021-02-04,0.12095710211828131,0.025305005001145884
8543,228,2021-02-04,2021-02-20,17,treatment,1,0.17701396,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,8543|228|2021-02-04,-0.1371044378817187,0.025305005001145884
8544,228,2021-02-04,2021-02-20,17,control,0,0.45747387,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,8544|228|2021-02-04,0.1433554721182813,0.025305005001145884
9624,228,2021-02-04,2021-02-20,17,control,0,0.3288144,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,9624|228|2021-02-04,0.014696002118281315,0.025305005001145884
11910,228,2021-02-04,2021-02-20,17,control,0,0.037986077,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,11910|228|2021-02-04,-0.2761323208817187,0.025305005001145884
12763,228,2021-02-04,2021-02-20,17,treatment,1,0.15925252,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,12763|228|2021-02-04,-0.15486587788171868,0.025305005001145884
13032,228,2021-02-04,2021-02-20,17,control,0,0.09134022,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,13032|228|2021-02-04,-0.2227781778817187,0.025305005001145884
13532,228,2021-02-04,2021-02-20,17,treatment,1,0.9075402,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.23529411764705882,13532|228|2021-02-04,0.5934218021182813,0.025305005001145884
13694,228,2021-02-04,2021-02-20,17,control,0,0.29094002,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,13694|228|2021-02-04,-0.02317837788171867,0.025305005001145884
14724,228,2021-02-04,2021-02-20,17,control,0,0.15097494,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,14724|228|2021-02-04,-0.1631434578817187,0.025305005001145884
18570,228,2021-02-04,2021-02-20,17,control,0,0.0015689058,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,18570|228|2021-02-04,-0.31254949208171867,0.025305005001145884
19177,228,2021-02-04,2021-02-20,17,control,0,0.60997725,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,19177|228|2021-02-04,0.29585885211828133,0.025305005001145884
19280,228,2021-02-04,2021-02-20,17,control,0,0.08807152,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,19280|228|2021-02-04,-0.22604687788171868,0.025305005001145884
19689,228,2021-02-04,2021-02-20,17,control,0,0.014971459,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,19689|228|2021-02-04,-0.29914693888171867,0.025305005001145884
21252,228,2021-02-04,2021-02-20,17,control,0,0.20694959,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.058823529411764705,21252|228|2021-02-04,-0.1071688078817187,0.025305005001145884
21569,228,2021-02-04,2021-02-20,17,control,0,0.035076853,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,21569|228|2021-02-04,-0.2790415448817187,0.025305005001145884
22358,228,2021-02-04,2021-02-20,17,control,0,0.88884586,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,22358|228|2021-02-04,0.5747274621182813,0.025305005001145884
22792,228,2021-02-04,2021-02-20,17,control,0,0.9558528,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.35294117647058826,22792|228|2021-02-04,0.6417344021182813,0.025305005001145884
22806,228,2021-02-04,2021-02-20,17,control,0,0.97265303,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.23529411764705882,22806|228|2021-02-04,0.6585346321182813,0.025305005001145884
22884,228,2021-02-04,2021-02-20,17,control,0,0.2932841,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.11764705882352941,22884|228|2021-02-04,-0.0208342978817187,0.025305005001145884
24285,228,2021-02-04,2021-02-20,17,control,0,0.9909711,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.47058823529411764,24285|228|2021-02-04,0.6768527021182813,0.025305005001145884
25066,228,2021-02-04,2021-02-20,17,control,0,0.28151613,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,25066|228|2021-02-04,-0.032602267881718716,0.025305005001145884
25347,228,2021-02-04,2021-02-20,17,control,0,0.7310089,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.11764705882352941,25347|228|2021-02-04,0.41689050211828127,0.025305005001145884
25948,228,2021-02-04,2021-02-20,17,control,0,0.89072514,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.5294117647058824,25948|228|2021-02-04,0.5766067421182813,0.025305005001145884
25992,228,2021-02-04,2021-02-20,17,treatment,1,0.48726642,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,25992|228|2021-02-04,0.1731480221182813,0.025305005001145884
27747,228,2021-02-04,2021-02-20,17,treatment,1,0.50934,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.17647058823529413,27747|228|2021-02-04,0.19522160211828132,0.025305005001145884
29401,228,2021-02-04,2021-02-20,17,control,0,0.022298511,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,29401|228|2021-02-04,-0.29181988688171867,0.025305005001145884
29795,228,2021-02-04,2021-02-20,17,treatment,1,0.02616202,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,29795|228|2021-02-04,-0.2879563778817187,0.025305005001145884
29953,228,2021-02-04,2021-02-20,17,control,0,0.43659487,0,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.0,29953|228|2021-02-04,0.12247647211828133,0.025305005001145884
30579,228,2021-02-04,2021-02-20,17,control,0,0.7236951,1,dept_228_closure_2021-02-04,2021-01-18,2021-01,-1,0,0.11764705882352941,30579|228|2021-02-04,0.40957670211828134,0.025305005001145884
